,docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage
3379,8857_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1892,cremated by a,mob,". birmingham , ala . , oct . 14 . - concerning the lynching of the four negroes in mon roe county by a mob of enraged citizens , later details say that after the bodies had been riddled with bullets , they were cut down , the limbs torn"
3380,8857_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1892,"cremated by a mob . birmingham , ala . , oct . 14 . - concerning the lynching of the four negroes in mon roe county by a",mob,"of enraged citizens , later details say that after the bodies had been riddled with bullets , they were cut down , the limbs torn apart by the maddened mob , and then gathered in a heap and burned , as they had burned the of their helpless victims ."
3381,8857_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1892,". , oct . 14 . - concerning the lynching of the four negroes in mon roe county by a mob of enraged citizens , later details say that after the bodies had been riddled with bullets , they were cut down , the limbs torn apart by the maddened",mob,", and then gathered in a heap and burned , as they had burned the of their helpless victims . bodies"
3382,8860_0.txt,"Montgomery County sentinel (Rockville, Md.)",1880,"any miscarriage of justice in a rape case in this state , and when the sentinel assures us that the men who vindictively murdered peck belonged to the most respectable por tion of the community , it only increases the shame which the proceeding has cast on montgomery county .",mob,"murder has attained a terrible popularity in maryland . during the last few years we have had a lynching in anne arundel county , in prince george's , in frederick , and now in montgomery . the grand jury that has the cour- age to indict some of the men"
3383,8863_0.txt,"The Fulton County news (McConnellsburg,...)",1901,"of the girl , and was fearful that her abductor and murderer , as they judged green to be , might es cape punishment on some technicality . it was resolved that green , must die . about 10 o'clock on the night of october 21 , 1887 . a",mob,"surrounded the jail at delphia and called on the sheriff for the keys . when he refused to give them up the mob attacked the jail with cold chisels and sledge ham mers , and socn forced an entrance . green was taken out , placed in a wag on"
3384,8863_0.txt,"The Fulton County news (McConnellsburg,...)",1901,"punishment on some technicality . it was resolved that green , must die . about 10 o'clock on the night of october 21 , 1887 . a mob surrounded the jail at delphia and called on the sheriff for the keys . when he refused to give them up the",mob,"attacked the jail with cold chisels and sledge ham mers , and socn forced an entrance . green was taken out , placed in a wag on with a guard , and then the mob climbed in to their vehicles , which were standing around , and the proces sion"
3385,8863_0.txt,"The Fulton County news (McConnellsburg,...)",1901,"punishment on some technicality . it was resolved that green , must die . about 10 o'clock on the night of october 21 , 1887 . a mob surrounded the jail at delphia and called on the sheriff for the keys . when he refused to give them up the",mob attacked,"the jail with cold chisels and sledge ham mers , and socn forced an entrance . green was taken out , placed in a wag on with a guard , and then the mob climbed in to their vehicles , which were standing around , and the proces sion came"
3386,8863_0.txt,"The Fulton County news (McConnellsburg,...)",1901,"on the sheriff for the keys . when he refused to give them up the mob attacked the jail with cold chisels and sledge ham mers , and socn forced an entrance . green was taken out , placed in a wag on with a guard , and then the",mob,"climbed in to their vehicles , which were standing around , and the proces sion came up its route to , walnut grove . when they got there green was con fronted with mr . mabbit , and to the latter's question as to what he had done with luella"
3387,8863_0.txt,"The Fulton County news (McConnellsburg,...)",1901,"when they got there green was con fronted with mr . mabbit , and to the latter's question as to what he had done with luella swore that the girl was alive and well and was then liv ing at fort wayne , tex . mr . mabbit and the",mob,"were of the opinion that this was a lie and was told for the purpose of gaining time . so without any more parley the rope that had been brought along was placed around green's neck and the other end thrown around the limb of a tree , and in"
3388,8863_0.txt,"The Fulton County news (McConnellsburg,...)",1901,"of a tree , and in a few moments green was a corpse . he pro tested his innocence to the last mo apment , and at no time exhibited the least trace of fear except at the ex pression of a wish on the part of some of the",mob,"to burn him , and then he begged them to "" kill him like a man , "" and not to torture him . in explanation of his movements with luella mabbit cn the night they went away together green said that he and the girl had planned to elope"
3389,8869_0.txt,"Ottumwa semi-weekly courier (Ottumwa, Iowa)",1901,", mrs . rathburn and daughter , mary , were found murdered in their home in burlington , after hav ing been there several days . storms was arrested and lodged in jail and public feeling was so strong that it was only by strategy that sheriff smith kept the",mob,"from lynching storms , who was spirited away in the night from the jail in minneapolis , where he took the train and was plac ed by armed guards in the anamosa nitentiary . when the case came up it was taken to wapello on a change of venue for"
